ids,context_name,context_typology,chronology,funerary_function,context_id,Morphology,Functional_class,Region
OSTS_1426,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1427,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1428,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1429,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1430,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1431,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1432,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1433,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1434,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1435,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1436,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1437,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1438,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1439,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1440,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1441,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1442,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1443,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1444,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1445,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1446,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1447,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1448,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1449,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1450,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1451,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1452,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1453,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1454,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1455,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1456,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1457,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1458,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1459,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1460,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1461,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1462,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1463,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1464,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1465,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1466,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1467,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1468,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1469,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1470,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1471,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1472,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1473,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1474,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1475,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1476,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 2,Latium
OSTS_1477,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1478,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1479,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 2,Latium
OSTS_1480,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1481,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1482,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1483,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1484,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1485,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1486,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1487,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1488,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 2,Latium
OSTS_1489,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1490,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1491,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1492,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1493,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1494,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1495,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1496,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1497,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1498,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1499,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1500,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1501,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1502,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1503,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1504,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1505,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1506,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1507,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1508,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1509,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1510,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1511,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1512,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1513,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1514,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1515,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1516,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1517,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1518,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1519,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1520,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1521,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1522,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1523,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1524,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1525,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1526,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1527,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1528,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1529,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1530,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1531,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1532,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1533,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1534,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1535,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1536,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1537,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1538,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1539,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1540,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1541,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1542,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1543,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1544,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1545,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1546,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1547,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1548,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1549,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1550,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1551,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1552,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1553,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1554,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1555,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1556,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1557,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1558,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1559,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1560,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1561,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1562,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1563,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1564,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1565,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 2,Latium
OSTS_1566,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1567,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1568,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1569,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1570,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1571,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1572,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1573,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1574,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 2,Latium
OSTS_1575,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1576,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1577,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1578,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1579,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1580,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1581,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1582,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1583,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1584,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1585,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1586,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1587,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1588,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1589,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1590,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1591,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1592,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1593,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1594,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1595,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 3,Latium
OSTS_1596,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1597,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1598,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1599,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1600,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1601,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1602,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1603,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1604,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1605,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1606,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1607,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1608,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1609,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1610,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1611,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1612,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1613,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1614,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1615,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1616,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1617,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1618,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1619,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1620,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1621,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1622,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1623,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1624,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1625,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1626,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1627,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1628,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 3,Latium
OSTS_1629,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1630,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1631,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1632,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1633,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 3,Latium
OSTS_1634,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1635,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1636,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1637,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1638,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1639,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1640,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1641,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1642,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1643,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1644,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1645,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1646,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1647,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1648,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1649,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1650,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1651,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1652,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1653,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1654,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1655,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1656,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1657,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1658,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1659,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1660,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1661,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1662,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1663,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1664,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 3,Latium
OSTS_1665,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1666,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1667,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1668,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 3,Latium
OSTS_1669,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1670,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1671,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1672,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1673,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1674,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1675,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1676,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1677,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1678,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1679,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1680,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1681,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1682,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1683,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1684,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1685,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1686,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1687,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1688,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1689,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1690,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1691,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1692,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1693,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1694,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1695,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1696,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1697,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1698,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1699,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1700,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1701,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1702,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
