ids,context_name,context_typology,chronology,funerary_function,context_id,Morphology,Functional_class,Region
OSTS_1703,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1704,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1705,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1706,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1707,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1708,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1709,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1710,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1711,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1712,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1713,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1714,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1715,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1716,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1717,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1718,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1719,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1720,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1721,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1722,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1723,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1724,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1725,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1726,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1727,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1728,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1729,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1730,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1731,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1732,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1733,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1734,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1735,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1736,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1737,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1738,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1739,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1740,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1741,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1742,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1743,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1744,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1745,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1746,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1747,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1748,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1749,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1750,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1751,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1752,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1753,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1754,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1755,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1756,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1757,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1758,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1759,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1760,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1761,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1762,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1763,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1764,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1765,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1766,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1767,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1768,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1769,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1770,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1771,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1772,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1773,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1774,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1775,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1776,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1777,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1778,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1779,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1780,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1781,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1782,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1783,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1784,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1785,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1786,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1787,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1788,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1789,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1790,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1791,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1792,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1793,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1794,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1795,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1796,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1797,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1798,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1799,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1800,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1801,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1802,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1803,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1804,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1805,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1806,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1807,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1808,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1809,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1810,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1811,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1812,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1813,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1814,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1815,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1816,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1817,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1818,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1819,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1820,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1821,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1822,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1823,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1824,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1825,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1826,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1827,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1828,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1829,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1830,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1831,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1832,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1833,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1834,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1835,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1836,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1837,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1838,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1839,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1840,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1841,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1842,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1843,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 2,Latium
OSTS_1844,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1845,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 4,Latium
OSTS_1846,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1847,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Closed shape,Class 3,Latium
OSTS_1848,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1849,Osteria dell'Osa,Funerary,EIA2,Grave good,64,Open shape,Class 1,Latium
OSTS_1850,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1851,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1852,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1853,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1854,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1855,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1856,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1857,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1858,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1859,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1860,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1861,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1862,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1863,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1864,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1865,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1866,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1867,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1868,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1869,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1870,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1871,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1872,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1873,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1874,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1875,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1876,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1877,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1878,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1879,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1880,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1881,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1882,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1883,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1884,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1885,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1886,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1887,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1888,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1889,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1890,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1891,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1892,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1893,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1894,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1895,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1896,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1897,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1898,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1899,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1900,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1901,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1902,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1903,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1904,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1905,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1906,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1907,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1908,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1909,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1910,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1911,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1912,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1913,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1914,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1915,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1916,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1917,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1918,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1919,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1920,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1921,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1922,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1923,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1924,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1925,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1926,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1927,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1928,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1929,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1930,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1931,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1932,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1933,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1934,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1935,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1936,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1937,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1938,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1939,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1940,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1941,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1942,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1943,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1944,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1945,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 1,Latium
OSTS_1946,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1947,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1948,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1949,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1950,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1951,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1952,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1953,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1954,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1955,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1956,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1957,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1958,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1959,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1960,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1961,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1962,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1963,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1964,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1965,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1966,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1967,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1968,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
OSTS_1969,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1970,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1971,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1972,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 3,Latium
OSTS_1973,Osteria dell'Osa,Funerary,OP,Grave good,64,Closed shape,Class 4,Latium
OSTS_1974,Osteria dell'Osa,Funerary,OP,Grave good,64,Open shape,Class 2,Latium
